scenario,policy,frequency_days,capacity_rate,spot_radius_m,use_sections,selected_sections,section_treatment_cost,baseline_cost,policy_cost,cost_saving,cost_saving_pct,expected_events,event_reduction_pct,expected_spot_interventions,used_capacity,expected_spot_intervention_rate,expected_prevented_by_spot
authority_low_cost_spot,risk,1,0.2,200.0,False,0,0.0,7665608.000000001,7600529.307020069,65078.69297993183,0.008489697487783334,47256.4844960462,0.04261579221948542,8476.904237982422,9861,0.17173630952152394,2103.5155039536967
authority_low_cost_spot,risk,1,0.2,200.0,True,2971,1197770.0,7665608.000000001,6304551.370263924,1361056.629736077,0.1775536434599939,31072.838924053707,0.37048543508805293,9111.130439321363,9858,0.1845853006345495,836.7610759463188
authority_low_cost_spot,fifo,1,0.35,200.0,False,0,0.0,7665608.000000001,7824432.556443502,-158824.55644350126,-0.020719107531131417,47093.43686871037,0.04591902616064889,16552.87785913629,17209,0.3353500376648357,2266.5631312895093
authority_low_cost_spot,risk,1,0.35,200.0,False,0,0.0,7665608.000000001,7666621.212767309,-1013.2127673076466,-0.00013217643888229695,46376.390837461346,0.06044589065110726,15047.560457216552,17209,0.3048533317912592,2983.6091625382774
authority_low_cost_spot,risk,1,0.35,200.0,True,2971,1197770.0,7665608.000000001,6414905.14457154,1250702.855428461,0.16315768500404154,30772.446158001036,0.37657118804698064,14198.776935597312,15294,0.2876575554213394,1137.153841998984
authority_low_cost_spot,fifo,7,0.0,200.0,False,0,0.0,7665608.000000001,7665608.000000001,0.0,0.0,49360.0,0.0,0.0,0,0.0,0.0
authority_low_cost_spot,risk,7,0.0,200.0,False,0,0.0,7665608.000000001,7665608.000000001,0.0,0.0,49360.0,0.0,0.0,0,0.0,0.0
authority_low_cost_spot,risk,7,0.0,200.0,True,2971,1197770.0,7665608.000000001,6153330.880000001,1512277.12,0.19728077929369725,31909.600000000006,0.35353322528363035,0.0,0,0.0,0.0
authority_low_cost_spot,fifo,7,0.05,200.0,False,0,0.0,7665608.000000001,7675820.7911569765,-10212.791156975552,-0.0013322871658680631,48954.37986424324,0.008217587839480602,2372.184,2376,0.04805883306320908,405.620135756765
authority_low_cost_spot,risk,7,0.05,200.0,False,0,0.0,7665608.000000001,7653386.244457372,12221.755542628467,0.0015943621879214885,48852.60027267439,0.010279573081961304,2157.4018830537434,2376,0.04370749357888459,507.3997273256234
authority_low_cost_spot,risk,7,0.05,200.0,True,2971,1197770.0,7665608.000000001,6197082.566168972,1468525.4338310286,0.1915732494840629,31738.35561550734,0.35700251994515114,2279.518440714538,2376,0.046181491910748336,171.24438449266833
authority_low_cost_spot,fifo,7,0.1,200.0,False,0,0.0,7665608.000000001,7683812.449366475,-18204.449366474524,-0.0023748213274765056,48536.83466560189,0.016676769335456015,4732.405242984627,4752,0.09587530881249244,823.1653343981308
authority_low_cost_spot,risk,7,0.1,200.0,False,0,0.0,7665608.000000001,7656360.553178799,9247.446821201593,0.0012063552977404522,48438.15879759573,0.018675875251302067,4339.419699033729,4752,0.08791368920246614,921.8412024042932
authority_low_cost_spot,risk,7,0.1,200.0,True,2971,1197770.0,7665608.000000001,6243939.496842218,1421668.5031577833,0.1854606318452213,31594.648144763203,0.3599139354788654,4521.0836020749475,4752,0.09159407621707755,314.9518552368037
authority_low_cost_spot,fifo,7,0.2,200.0,False,0,0.0,7665608.000000001,7701240.5153513625,-35632.515351361595,-0.004648361271716685,47735.78422382791,0.0329055060002449,9328.361159784592,9480,0.1889862471593313,1624.2157761720443
authority_low_cost_spot,risk,7,0.2,200.0,False,0,0.0,7665608.000000001,7674345.602303542,-8737.602303541265,-0.0011398446546629132,47717.93757493381,0.03326706695839127,8546.659005715155,9480,0.173149493632803,1642.0624250661488
